Seq,Host,Starttime,JobRuntime,Send,Receive,Exitval,Signal,SEED,LEARNING_RATE,BATCH_SIZE,MDP_MODULE_DISCOUNT
244,:,1612293641.068,3.453,0,223,0,0,1501843923,0.25,1,0.9
248,:,1612293641.224,3.45,0,223,0,0,991818103,0.5,1,0.9
245,:,1612293641.11,3.578,0,223,0,0,3602412539,1,1,0.8
239,:,1612293640.766,3.944,0,223,0,0,3602412539,2,25,0.9
226,:,1612293640.05,4.686,0,223,0,0,4017802264,0.5,25,0.95
241,:,1612293640.863,3.904,0,223,0,0,733348321,2,25,0.8
243,:,1612293640.884,3.906,0,223,0,0,1953635580,1,25,0.95
246,:,1612293641.189,3.613,0,223,0,0,2182315642,0.5,1,0.95
249,:,1612293641.282,3.549,0,223,0,0,3543305936,2,1,0.8
250,:,1612293641.323,3.631,0,223,0,0,90715284,2,5,0.9
251,:,1612293641.381,3.579,0,223,0,0,1395720285,2,5,0.95
252,:,1612293641.388,3.599,0,223,0,0,991818103,0.125,5,0.95
254,:,1612293641.526,3.5,0,223,0,0,991818103,0.25,1,0.95
247,:,1612293641.215,3.838,0,223,0,0,2182315642,1,25,0.95
253,:,1612293641.466,3.863,0,223,0,0,4173556719,0.25,25,0.9
255,:,1612293641.726,3.609,0,223,0,0,4017802264,0.125,5,0.95
256,:,1612293643.408,3.44,0,223,0,0,2182315642,0.25,1,0.8
257,:,1612293643.727,3.414,0,223,0,0,1395720285,0.25,1,0.9
259,:,1612293643.915,3.411,0,223,0,0,733348321,0.5,1,0.95
261,:,1612293643.97,3.45,0,223,0,0,90715284,0.125,1,0.8
262,:,1612293644.066,3.523,0,223,0,0,4017802264,0.25,1,0.8
263,:,1612293644.081,3.536,0,223,0,0,1953635580,2,5,0.9
258,:,1612293643.794,3.896,0,223,0,0,4017802264,0.5,25,0.8
264,:,1612293644.146,3.568,0,223,0,0,384799037,1,5,0.95
265,:,1612293644.154,3.575,0,223,0,0,4047805392,0.25,5,0.95
260,:,1612293643.931,3.828,0,223,0,0,4017802264,1,25,0.95
270,:,1612293644.364,3.473,0,223,0,0,2034693659,0.125,1,0.8
267,:,1612293644.284,3.669,0,223,0,0,1953635580,0.125,5,0.9
272,:,1612293644.542,3.417,0,223,0,0,991818103,0.125,1,0.8
266,:,1612293644.169,3.838,0,223,0,0,4047805392,1,25,0.8
271,:,1612293644.429,3.614,0,223,0,0,4017802264,1,5,0.8
274,:,1612293644.71,3.445,0,223,0,0,384799037,2,1,0.8
268,:,1612293644.326,3.871,0,223,0,0,3602412539,0.5,25,0.9
269,:,1612293644.354,3.85,0,223,0,0,384799037,0.25,25,0.8
275,:,1612293644.736,3.598,0,223,0,0,2289609983,2,5,0.95
277,:,1612293644.791,3.555,0,223,0,0,384799037,0.5,5,0.8
280,:,1612293644.863,3.501,0,223,0,0,991818103,2,1,0.8
282,:,1612293644.988,3.447,0,223,0,0,2182315642,0.125,1,0.95
273,:,1612293644.687,3.875,0,223,0,0,2182315642,0.25,25,0.9
285,:,1612293645.078,3.513,0,223,0,0,3543305936,1,1,0.8
278,:,1612293644.802,3.816,0,223,0,0,1111384852,0.125,25,0.95
276,:,1612293644.766,3.869,0,223,0,0,2390141961,1,5,0.9
279,:,1612293644.83,3.818,0,223,0,0,733348321,0.125,25,0.9
283,:,1612293645.026,3.645,0,223,0,0,1395720285,1,5,0.95
284,:,1612293645.054,3.624,0,223,0,0,2390141961,0.5,1,0.9
281,:,1612293644.961,3.874,0,223,0,0,2289609983,1,25,0.8
286,:,1612293645.336,3.825,0,223,0,0,3543305936,2,25,0.8
287,:,1612293645.349,3.828,0,223,0,0,240309497,0.5,25,0.95
288,:,1612293646.891,3.494,0,223,0,0,240309497,0.125,1,0.95
289,:,1612293647.17,3.407,0,223,0,0,991818103,0.25,1,0.8
290,:,1612293647.343,3.447,0,223,0,0,4173556719,0.125,1,0.8
291,:,1612293647.446,3.574,0,223,0,0,2034693659,1,5,0.9
293,:,1612293647.628,3.558,0,223,0,0,2182315642,2,5,0.9
295,:,1612293647.729,3.465,0,223,0,0,733348321,1,1,0.95
296,:,1612293647.758,3.443,0,223,0,0,733348321,2,1,0.8
297,:,1612293647.776,3.467,0,223,0,0,3602412539,0.125,1,0.9
294,:,1612293647.713,3.603,0,223,0,0,2390141961,0.25,5,0.8
298,:,1612293647.885,3.543,0,223,0,0,384799037,0.125,5,0.95
300,:,1612293647.968,3.467,0,223,0,0,2034693659,1,1,0.9
301,:,1612293648.042,3.405,0,223,0,0,991818103,0.5,1,0.8
292,:,1612293647.618,3.842,0,223,0,0,90715284,0.125,25,0.8
304,:,1612293648.205,3.544,0,223,0,0,2289609983,0.5,5,0.8
299,:,1612293647.959,3.839,0,223,0,0,2390141961,0.5,5,0.9
305,:,1612293648.215,3.615,0,223,0,0,2182315642,0.5,5,0.95
306,:,1612293648.345,3.536,0,223,0,0,1111384852,0.25,5,0.9
308,:,1612293648.384,3.537,0,223,0,0,240309497,1,1,0.8
302,:,1612293648.061,3.908,0,223,0,0,3602412539,2,25,0.95
307,:,1612293648.363,3.615,0,223,0,0,2390141961,0.125,5,0.9
303,:,1612293648.172,3.919,0,223,0,0,1111384852,0.5,25,0.8
310,:,1612293648.59,3.525,0,223,0,0,1111384852,0.5,5,0.9
312,:,1612293648.635,3.487,0,223,0,0,4173556719,0.25,1,0.9
309,:,1612293648.478,3.693,0,223,0,0,2390141961,1,5,0.8
311,:,1612293648.618,3.57,0,223,0,0,1501843923,1,5,0.8
316,:,1612293648.704,3.51,0,223,0,0,2034693659,0.5,1,0.9
314,:,1612293648.671,3.684,0,223,0,0,3543305936,0.25,5,0.9
315,:,1612293648.677,3.774,0,223,0,0,90715284,0.25,25,0.8
313,:,1612293648.647,3.937,0,223,0,0,240309497,0.125,5,0.8
317,:,1612293648.894,3.746,0,223,0,0,107577988,0.125,1,0.9
318,:,1612293649.177,3.543,0,223,0,0,2182315642,2,1,0.9
319,:,1612293649.193,3.539,0,223,0,0,384799037,2,5,0.8
320,:,1612293650.417,3.595,0,223,0,0,4047805392,0.125,5,0.9
321,:,1612293650.586,3.801,0,223,0,0,107577988,1,25,0.9
325,:,1612293651.201,3.467,0,223,0,0,1953635580,2,1,0.9
322,:,1612293650.798,3.902,0,223,0,0,3390822559,1,25,0.8
327,:,1612293651.27,3.523,0,223,0,0,3543305936,0.25,5,0.95
324,:,1612293651.194,3.641,0,223,0,0,4047805392,0.125,5,0.95
329,:,1612293651.435,3.422,0,223,0,0,4017802264,1,1,0.9
323,:,1612293651.074,3.848,0,223,0,0,384799037,2,25,0.8
326,:,1612293651.242,3.801,0,223,0,0,384799037,0.25,25,0.9
332,:,1612293651.472,3.592,0,223,0,0,90715284,1,5,0.95
328,:,1612293651.335,3.799,0,223,0,0,1501843923,2,25,0.8
330,:,1612293651.447,3.694,0,223,0,0,2034693659,1,5,0.8
331,:,1612293651.46,3.898,0,223,0,0,3543305936,0.125,25,0.9
333,:,1612293651.798,3.569,0,223,0,0,1501843923,1,1,0.95
336,:,1612293651.922,3.46,0,223,0,0,1953635580,0.125,1,0.8
338,:,1612293651.978,3.445,0,223,0,0,3543305936,1,1,0.9
339,:,1612293651.993,3.437,0,223,0,0,1953635580,0.125,1,0.95
337,:,1612293651.954,3.572,0,223,0,0,733348321,0.5,5,0.8
341,:,1612293652.123,3.417,0,223,0,0,4173556719,0.25,1,0.95
340,:,1612293652.114,3.518,0,223,0,0,4017802264,0.5,1,0.9
334,:,1612293651.83,3.884,0,223,0,0,991818103,2,25,0.95
335,:,1612293651.88,3.855,0,223,0,0,2390141961,0.125,25,0.8
344,:,1612293652.215,3.595,0,223,0,0,4017802264,0.25,5,0.95
342,:,1612293652.17,3.787,0,223,0,0,733348321,2,25,0.9
345,:,1612293652.262,3.74,0,223,0,0,2390141961,2,1,0.95
343,:,1612293652.189,3.828,0,223,0,0,2182315642,0.25,25,0.8
350,:,1612293652.733,3.45,0,223,0,0,3543305936,0.5,1,0.8
346,:,1612293652.372,3.865,0,223,0,0,2289609983,2,25,0.8
347,:,1612293652.49,3.754,0,223,0,0,733348321,2,5,0.95
351,:,1612293652.745,3.801,0,223,0,0,2034693659,2,25,0.8
348,:,1612293652.641,4.007,0,223,0,0,991818103,1,5,0.9
349,:,1612293652.69,3.973,0,223,0,0,4047805392,0.5,25,0.9
352,:,1612293654.042,3.797,0,223,0,0,3602412539,0.5,5,0.8
353,:,1612293654.41,3.452,0,223,0,0,384799037,0.25,1,0.8
355,:,1612293654.711,3.417,0,223,0,0,3602412539,0.5,1,0.95
358,:,1612293654.876,3.413,0,223,0,0,107577988,0.25,1,0.9
